model,seed,bs,lr,model_loc,fold,epoch,set_type,loss,acc,prec,rec,f1,fn,fp,tn,tp
bert,132,24,5e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs24_lr5e-05_ffan_ep3,fan,,dev,0.10991512336972034,0.9379348513598988,0.09879963065558633,0.15263908701854492,0.11995515695067263,1188,1952,47238,214
bert,132,24,5e-05,,fan,,test,,0.9470416799744491,0.15115163147792707,0.2627189324437031,0.19189765458422178,884,1769,47128,315
bert,132,24,5e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs24_lr5e-05_f1_ep2,1,,dev,0.2726013701590483,0.9125658327847268,0.08239845261121857,0.3158675234799802,0.13070157496420534,1384,7116,88077,639
bert,132,24,5e-05,,1,,test,,0.9194561517263738,0.09657461898294854,0.24587014982712255,0.13867822318526546,1963,5987,90114,640
bert,132,24,5e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs24_lr5e-05_f2_ep4,2,,dev,0.09368918245024559,0.9097503647268601,0.0889294562524449,0.2620053784095275,0.13278816199376947,1921,6987,89114,682
bert,132,24,5e-05,,2,,test,,0.8939950980392157,0.09611128675308252,0.29794184906893173,0.1453386454183267,2149,8577,89546,912
bert,132,24,5e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs24_lr5e-05_f3_ep2,3,,dev,0.2470982290622323,0.933833412397217,0.1489567233384853,0.25187847108787975,0.18720407915503215,2290,4405,93718,771
bert,132,24,5e-05,,3,,test,,0.9550036656891495,0.13751814223512338,0.15654688145394466,0.14641684373189107,2042,2377,93410,379
bert,132,24,5e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs24_lr5e-05_f4_ep2,4,,dev,0.2522770496808104,0.9226539589442815,0.07699852869053457,0.19454770755885997,0.11033028812368235,1950,5646,90141,471
bert,132,24,5e-05,,4,,test,,0.938597583758874,0.12824956672443674,0.23832528180354268,0.1667605633802817,1892,4024,89840,592
bert,132,24,5e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs24_lr5e-05_f5_ep4,5,,dev,0.12807971222957507,0.9528583883422593,0.15539182853315472,0.18679549114331723,0.1696526508226691,2020,2522,91342,464
bert,132,24,5e-05,,5,,test,,0.9570849000593706,0.125,0.1471993052540165,0.13519441674975077,1964,2373,96384,339
bert,132,24,5e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs24_lr5e-05_f6_ep3,6,,dev,0.15929772459404698,0.9716702948743321,0.20711297071129708,0.08597481545809814,0.12150966554157716,2105,758,97999,198
bert,132,24,5e-05,,6,,test,,0.9709495284737119,0.06288032454361055,0.03086112493777999,0.041402337228714524,1947,924,95895,62
bert,132,24,5e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs24_lr5e-05_f7_ep3,7,,dev,0.1846055805854053,0.9402497267980734,0.08535547041294168,0.19960179193628672,0.11957656180110333,1608,4297,92522,401
bert,132,24,5e-05,,7,,test,,0.9352592895059207,0.09059945504087194,0.14583333333333334,0.11176470588235295,2337,4005,91219,399
bert,132,24,5e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs24_lr5e-05_f8_ep2,8,,dev,0.27315938155330743,0.9639546753777052,0.11742059672762271,0.0445906432748538,0.06463576158940397,2614,917,94307,122
bert,132,24,5e-05,,8,,test,,0.9656042308315772,0.10347322720694646,0.06220095693779904,0.07769627818527575,2156,1239,95166,143
bert,132,24,5e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs24_lr5e-05_f9_ep4,9,,dev,0.09652440607043586,0.9114828173123682,0.06180234141029131,0.197477163984341,0.09414204250907206,1845,6892,89513,454
bert,132,24,5e-05,,9,,test,,0.9278712034890574,0.08707718993928881,0.19442292796281951,0.1202827363124476,2080,5263,93959,502
bert,132,24,5e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs24_lr5e-05_f10_ep2,10,,dev,0.23981570462780283,0.9684786452398727,0.22857142857142856,0.10224632068164213,0.14128980465614127,2318,891,98331,264
bert,132,24,5e-05,,10,,test,,0.9649543285055958,0.1243213897937025,0.11319822046465645,0.1184993531694696,1794,1613,93580,229
